"","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
"63242",2,5,5,5,5,4,4,5,2,2,3,2,2,5,2,1,1,2,2,1,2,4,2,4,3
"63245",1,6,6,6,5,5,6,6,4,3,4,4,5,5,5,4,2,2,3,4,6,4,6,6,1
"63246",1,6,5,2,4,5,3,5,1,1,1,1,3,6,5,5,4,4,1,1,6,1,6,6,1
"63250",2,5,5,4,5,5,4,4,2,5,2,4,5,5,3,3,3,3,2,3,4,1,4,3,3
"63252",1,5,5,6,4,5,5,5,2,2,2,2,2,2,6,5,6,2,4,4,6,1,5,5,2
"63253",2,6,3,3,3,2,2,4,3,4,4,6,3,2,3,5,5,5,5,4,3,2,4,6,3
"63258",1,4,6,6,6,4,5,5,2,3,1,4,5,6,NA,3,3,2,1,1,4,3,6,5,1
"63261",4,5,5,6,5,4,6,5,2,2,5,2,4,5,5,3,3,3,3,3,6,2,5,6,2
"63264",3,4,4,2,4,2,2,4,5,6,2,2,4,5,5,6,6,5,5,4,4,4,4,5,3
"63266",1,5,6,6,4,5,5,4,2,2,5,5,2,3,3,2,4,4,4,5,3,2,4,6,3
"63271",3,3,4,2,3,3,3,3,3,4,3,4,4,4,2,3,3,2,3,3,3,4,3,4,4
"63277",1,6,5,5,5,4,4,3,3,5,1,2,5,5,4,2,2,3,2,2,5,2,5,5,1
"63278",NA,3,4,3,3,3,3,3,2,3,3,3,2,6,3,4,3,NA,3,2,4,4,2,4,3
"63280",1,5,5,4,4,4,4,6,3,5,1,1,4,6,5,3,4,4,3,2,6,1,6,6,1
"63281",1,5,4,5,5,5,5,5,3,3,2,4,6,2,4,4,3,5,2,5,4,2,6,5,2
"63286",3,4,5,5,4,4,4,4,4,5,2,2,3,6,4,2,3,2,2,3,5,4,4,4,2
"63287",5,6,6,5,5,5,5,6,1,1,6,1,5,5,6,1,1,1,1,1,6,1,6,5,1
"63289",1,4,3,5,3,1,5,5,6,6,6,6,2,2,1,5,4,6,6,6,4,6,4,6,1
"63292",4,3,4,4,3,5,4,5,3,3,2,2,4,5,5,4,4,4,3,2,4,3,5,4,3
"63293",2,5,4,2,4,4,4,4,2,2,2,3,5,4,4,2,3,2,2,3,4,2,5,5,2
"63294",5,3,4,4,5,4,3,2,4,4,1,1,3,6,4,4,4,2,2,3,3,2,5,3,3
"63301",3,3,5,6,5,3,5,5,2,2,1,2,4,6,6,2,2,5,1,3,5,3,3,3,3
"63302",1,5,5,2,5,5,5,3,2,4,5,4,4,4,5,2,4,2,3,1,5,2,2,5,2
"63307",4,5,2,1,4,5,4,5,4,4,5,5,4,5,3,5,5,5,5,5,4,5,5,6,3
"63309",1,5,1,5,6,3,5,5,4,1,1,4,4,5,5,2,5,1,1,1,6,1,6,6,5
"63313",2,5,5,4,5,5,4,4,4,5,1,2,5,6,5,3,3,1,2,3,4,4,5,4,2
"63317",1,6,6,6,6,4,4,4,2,3,1,5,6,5,5,5,6,6,4,5,5,2,5,6,2
"63320",1,6,3,4,2,5,6,5,1,1,2,3,4,5,4,4,1,3,2,5,5,2,6,6,1
"63321",3,5,6,6,5,4,4,3,3,3,2,3,5,6,4,1,4,3,2,2,3,5,4,5,1
"63322",4,4,2,1,5,6,4,4,2,5,1,4,5,5,4,2,2,1,1,1,6,1,6,6,1
"63324",1,1,1,3,1,1,1,1,6,6,1,6,1,2,1,6,4,5,3,5,1,6,1,2,6
"63326",2,4,3,2,4,3,3,4,2,3,5,2,2,4,4,1,3,6,5,4,5,1,4,6,1
"63328",4,6,6,1,6,6,5,6,1,1,1,3,4,5,5,5,6,5,1,6,5,3,6,5,1
"63330",3,5,4,3,4,4,4,4,5,5,5,2,3,4,5,5,5,5,4,3,4,6,3,6,2
"63331",1,6,5,5,4,4,2,3,2,2,1,2,5,6,5,2,4,2,1,5,4,4,4,5,3
"63332",4,3,1,1,5,6,6,4,1,1,6,2,6,1,5,4,2,1,2,1,6,1,6,6,1
"63334",1,6,NA,6,6,4,5,5,6,4,1,1,5,6,6,4,5,5,2,2,5,1,5,5,2
"63335",2,5,5,6,5,5,4,4,3,3,2,2,5,5,5,3,NA,5,3,4,5,1,NA,4,1
"63337",5,2,2,2,4,6,6,6,1,1,1,1,5,6,6,2,5,1,1,1,6,1,6,1,1
"63338",2,5,5,5,2,4,5,4,4,4,2,2,5,5,4,4,5,1,3,4,5,3,5,5,2
"63339",2,5,5,2,5,6,5,5,1,2,3,2,5,5,6,1,1,4,4,1,6,1,5,6,1
"63340",2,6,6,6,6,6,6,5,1,3,1,1,5,6,5,2,2,2,4,6,5,2,4,2,4
"63342",2,5,5,5,5,5,5,4,3,2,1,2,6,5,5,2,3,3,2,3,5,3,5,4,2
"63346",1,6,3,5,6,5,5,6,1,4,1,1,4,6,5,4,4,4,2,2,5,2,6,4,4
"63351",1,6,6,6,6,5,5,4,2,2,2,2,3,6,5,2,2,2,1,2,5,2,4,5,2
"63352",6,5,5,4,5,4,2,4,3,5,2,3,5,5,4,4,4,5,4,5,4,2,5,6,1
"63358",4,4,3,5,4,4,5,2,4,5,4,4,3,4,2,6,5,5,5,5,3,6,2,5,4
"63361",3,5,5,6,5,3,5,4,2,2,3,4,4,3,4,1,2,1,1,1,4,2,4,5,2
"63364",2,5,5,4,5,3,3,4,3,4,1,1,5,6,2,4,2,1,1,4,4,2,4,4,3
"63369",2,5,5,5,NA,4,5,5,5,6,1,2,4,6,3,6,5,3,5,6,3,2,5,3,3
"63370",2,6,4,4,4,4,4,5,1,2,1,3,4,4,6,4,3,1,1,1,5,1,4,3,1
"63371",4,5,4,2,5,3,4,4,3,5,3,4,4,6,4,3,5,4,3,4,5,2,5,4,2
"63372",2,5,2,4,6,4,1,2,5,5,1,3,2,5,2,2,2,5,6,6,5,1,5,6,1
"63375",2,6,4,3,5,3,3,4,4,4,2,2,5,6,5,NA,2,2,3,3,5,2,5,5,3
"63376",1,6,6,6,6,4,6,5,2,2,1,1,6,6,6,1,4,4,4,4,6,1,6,6,1
"63378",2,5,6,6,5,5,5,5,2,NA,1,1,4,6,5,1,2,4,2,1,4,1,5,5,4
"63379",5,5,4,6,4,6,5,5,2,4,3,4,3,6,4,3,4,5,5,2,4,5,2,5,2
"63382",3,5,5,5,5,5,5,5,2,2,2,1,5,6,6,1,1,2,1,1,6,3,5,5,2
"63383",5,5,5,4,5,5,4,4,2,3,3,5,5,5,NA,2,4,2,2,1,5,4,4,4,4
"63386",2,5,5,4,2,4,4,5,1,4,2,4,3,4,4,1,1,2,4,2,5,1,5,5,1
"63389",1,5,5,6,5,5,6,6,1,2,5,2,2,5,5,2,2,1,1,2,5,6,2,2,4
"63395",2,2,5,5,4,5,NA,5,1,1,1,2,3,5,5,3,2,4,4,1,5,1,5,5,2
"63399",1,6,6,6,1,5,2,5,2,4,2,4,4,6,4,1,1,1,1,2,5,3,1,2,3
"63400",2,5,5,6,5,4,5,6,NA,1,2,2,4,4,6,4,4,4,1,4,4,6,4,4,4
"63402",1,5,5,6,4,4,4,4,5,6,1,3,3,2,4,6,6,4,6,3,5,5,5,6,2
"63404",5,4,2,4,5,5,6,5,2,4,2,5,4,5,4,2,5,5,5,5,5,4,3,NA,2
"63406",2,4,6,1,4,6,3,4,3,5,1,1,3,1,6,6,4,1,4,6,1,1,6,6,2
"63408",3,5,5,5,6,4,4,6,3,3,2,2,5,6,6,2,2,3,3,3,5,4,5,6,3
"63412",2,6,6,6,6,5,5,6,2,1,2,1,6,6,5,2,3,2,2,4,6,4,5,6,3
"63413",1,6,6,6,5,6,6,5,1,1,2,3,5,5,5,2,5,6,2,6,5,2,5,5,1
"63414",4,6,4,6,4,5,5,4,5,6,1,1,2,5,4,5,6,6,6,6,1,6,2,5,6
"63420",3,5,5,5,2,5,3,5,2,5,4,2,4,1,5,3,4,5,4,4,4,1,2,4,3
"63421",3,5,5,5,5,5,2,5,2,2,2,2,5,5,5,2,1,2,2,2,3,1,3,3,2
"63427",3,4,4,4,2,5,4,5,2,2,2,2,4,6,4,5,5,3,4,1,4,4,4,6,4
"63428",6,3,2,4,4,6,6,6,1,2,4,4,5,6,5,1,4,1,1,1,6,2,6,6,1
"63430",6,2,1,4,4,6,6,6,1,1,4,4,5,5,5,1,3,1,1,1,6,2,6,4,1
"63431",3,4,5,4,6,4,3,4,4,4,4,3,5,5,4,3,5,2,2,2,6,3,5,NA,4
"63432",3,5,5,5,5,5,5,5,2,4,5,6,4,5,3,1,1,1,1,2,5,2,4,5,3
"63435",4,4,5,4,6,2,2,2,4,6,1,2,4,5,3,1,1,3,4,3,5,4,3,3,2
"63437",4,2,5,1,5,2,1,1,4,6,1,1,5,5,1,1,2,4,5,1,6,2,5,NA,2
"63438",1,6,6,5,6,4,4,5,3,3,2,3,5,5,5,1,4,3,4,5,4,1,5,6,3
"63439",2,5,5,6,4,4,4,4,4,4,2,4,4,4,5,4,4,5,4,3,4,1,5,6,3
"63441",2,5,4,4,5,3,3,5,5,5,5,5,3,5,4,3,2,2,6,5,3,5,3,5,4
"63442",3,5,5,5,5,4,4,5,3,NA,2,2,4,5,4,1,3,3,1,2,5,4,4,4,3
"63444",1,5,4,6,5,4,4,5,3,5,3,5,5,5,4,6,6,5,5,5,5,3,5,6,5
"63445",1,5,1,6,6,4,6,4,4,5,NA,2,5,6,5,4,5,5,4,6,6,2,5,6,2
"63446",2,5,5,2,4,2,3,2,4,5,4,4,4,3,2,4,5,6,6,5,4,4,5,6,2
"63448",1,6,6,4,5,6,4,6,1,2,1,2,3,5,4,1,4,4,2,1,5,2,3,4,4
"63450",2,5,5,5,3,5,5,4,3,4,5,4,1,2,5,4,5,5,2,2,6,5,3,6,2
"63452",1,6,6,5,5,6,5,4,1,2,2,1,5,5,4,3,3,3,3,4,4,1,6,4,1
"63454",5,5,4,5,5,4,4,4,2,4,1,2,5,5,5,2,3,2,1,1,5,2,4,4,2
"63455",4,6,5,5,6,5,6,6,2,4,5,4,4,5,6,5,5,4,6,4,6,5,5,5,5
"63458",1,4,2,3,4,2,2,4,3,5,5,4,4,4,1,1,1,1,1,1,2,4,2,3,5
"63459",1,NA,4,6,3,6,6,2,2,4,1,5,6,6,5,1,2,2,5,3,6,2,5,6,1
"63463",1,4,3,6,3,3,1,2,4,6,1,3,4,6,4,5,6,4,5,5,6,6,2,2,3
"63464",1,4,5,6,6,6,5,5,1,2,5,2,4,6,5,4,4,2,3,1,4,4,4,5,3
"63465",2,6,5,5,5,4,1,5,4,6,1,5,6,4,4,5,6,6,5,4,5,1,6,6,1
"63466",1,6,6,6,6,6,5,5,1,1,1,1,5,5,6,1,1,1,1,1,6,2,5,2,1
"63467",6,6,6,6,6,6,5,1,1,1,6,6,1,6,6,1,6,1,6,1,6,6,1,6,1
"63468",3,5,3,4,2,5,5,4,2,5,3,2,3,2,5,5,4,3,2,2,6,1,6,6,1
"63470",4,6,6,6,6,6,6,6,4,1,1,3,6,5,5,1,4,5,5,6,5,5,5,6,5
"63472",6,2,4,1,5,5,5,5,2,4,2,4,3,5,5,6,6,6,5,4,4,2,3,5,1
"63473",1,5,4,4,4,3,2,5,4,5,5,6,3,2,1,1,1,4,6,1,4,1,4,6,4
"63476",3,5,5,6,5,5,5,6,2,3,2,4,3,6,4,3,2,3,2,1,4,3,4,5,3
"63479",1,2,5,6,5,3,4,5,1,1,2,2,5,5,5,1,1,2,4,2,5,1,5,5,2
"63480",1,6,6,4,5,5,6,5,2,4,2,2,4,4,6,2,2,5,4,1,6,1,5,6,1
"63481",2,4,4,4,5,4,4,2,2,4,4,5,2,5,4,1,4,1,2,1,5,1,5,5,3
"63485",2,4,3,4,3,2,3,5,4,5,5,5,1,3,4,5,5,5,6,5,5,2,5,6,6
"63486",5,4,5,4,4,4,6,4,2,3,1,2,5,4,6,1,4,1,1,1,5,1,5,5,1
"63488",1,5,5,6,5,5,5,2,2,2,4,2,4,5,5,2,4,2,2,1,1,4,5,5,3
"63491",6,6,6,6,6,6,6,6,1,1,4,1,5,6,5,1,4,5,5,6,4,4,5,6,6
"63493",4,6,5,6,5,3,3,2,3,6,6,6,6,1,3,1,2,4,5,1,3,6,4,6,4
"63494",4,3,3,4,3,5,5,4,3,5,5,4,2,3,3,3,3,2,3,3,5,1,5,6,2
"63496",2,5,5,6,5,3,5,5,2,1,2,2,5,6,5,2,3,2,1,1,5,5,4,3,2
"63498",2,5,5,6,5,4,3,3,2,3,5,4,4,5,2,4,4,4,3,3,6,2,4,6,2
"63499",1,6,5,4,6,4,2,4,4,5,2,2,5,4,5,4,4,4,4,4,6,2,4,4,4
"63501",4,3,6,4,6,2,5,6,1,1,5,2,6,1,2,3,3,1,4,3,4,6,4,6,3
"63502",3,4,4,6,4,3,4,4,4,1,1,4,4,4,5,1,4,1,2,4,6,4,4,1,1
"63504",1,6,4,4,4,6,2,5,2,1,6,5,1,4,1,1,6,5,4,6,2,6,1,6,1
"63505",1,5,5,1,6,6,5,5,1,6,2,1,5,5,6,1,1,5,5,6,4,5,5,5,4
"63509",2,4,2,2,3,5,5,5,3,5,4,4,2,5,5,5,5,5,5,3,5,3,4,6,2
"63510",6,6,1,3,5,6,6,6,1,1,3,1,2,2,6,1,2,2,3,1,6,1,4,1,3
"63512",5,4,1,2,2,5,5,4,4,6,6,4,3,2,2,4,5,2,5,5,6,2,4,6,6
"63513",3,4,4,2,3,3,2,3,4,5,4,4,6,2,3,2,3,5,5,2,6,1,5,6,2
"63516",2,6,6,6,6,6,6,6,2,5,4,3,5,6,5,3,3,2,4,3,6,1,5,5,1
"63518",5,6,6,6,3,5,6,1,6,6,6,6,6,3,6,6,6,5,6,6,6,4,6,6,1
"63521",1,6,4,4,5,3,6,3,2,2,2,2,5,5,5,3,4,2,1,2,4,2,5,6,2
"63525",3,4,4,2,4,5,4,4,4,2,6,5,4,3,3,3,4,1,1,1,4,3,3,4,1
"63528",1,4,2,5,2,1,2,1,2,4,6,6,1,2,1,2,3,4,5,5,3,2,1,5,3
"63530",3,5,4,6,4,5,6,5,1,2,1,4,5,5,6,6,6,5,1,2,6,2,5,6,1
"63531",2,6,5,2,5,5,2,4,1,3,1,1,5,6,5,3,2,1,2,1,4,3,3,4,2
"63533",2,3,4,2,5,5,6,5,1,6,3,5,1,5,4,1,5,1,1,1,5,1,6,6,2
"63534",4,5,5,5,3,4,4,4,3,5,3,4,4,3,NA,4,5,4,3,4,3,5,4,6,2
"63536",1,6,6,3,5,6,4,6,1,3,3,2,NA,5,6,3,2,2,5,1,6,1,5,6,1
"63538",2,5,5,4,5,5,5,5,1,4,3,3,5,5,5,3,3,2,2,3,NA,4,4,4,5
"63547",2,4,5,4,4,5,5,2,1,1,5,4,5,3,4,2,4,4,3,3,5,1,4,6,2
"63549",1,NA,5,2,4,5,6,4,NA,2,4,4,5,2,5,2,2,3,5,5,5,6,4,3,4
"63551",2,6,5,4,6,4,3,4,4,6,4,5,5,5,3,4,5,5,6,6,6,4,4,6,2
"63554",4,5,4,6,4,4,5,5,3,6,1,1,4,6,4,3,4,3,1,4,3,3,4,2,3
"63555",1,6,5,4,5,5,4,5,3,5,4,3,4,5,4,2,4,2,2,5,4,4,6,6,3
"63556",1,3,5,6,6,3,5,4,2,5,2,2,4,6,3,2,3,2,2,4,5,4,4,5,3
"63557",3,5,5,6,6,5,5,6,3,4,2,1,6,5,6,1,2,2,1,1,6,2,6,6,1
"63558",5,6,6,5,4,4,3,6,4,3,2,1,6,6,4,3,2,3,4,2,4,5,4,4,3
"63559",1,6,6,6,5,5,5,6,1,1,2,2,4,4,5,1,2,1,2,1,6,1,5,6,1
"63560",1,5,3,4,3,6,6,6,1,4,6,6,3,1,2,4,5,5,NA,2,4,1,6,6,1
"63562",2,4,5,4,5,3,4,4,5,6,5,3,3,5,2,4,4,4,5,3,4,4,3,5,4
"63567",2,3,3,5,3,2,3,3,3,5,2,5,5,4,2,5,5,5,5,4,5,2,5,6,1
"63575",2,5,5,2,5,4,4,3,4,5,3,2,2,4,3,1,2,4,4,2,5,3,6,6,2
"63578",1,5,6,6,6,5,4,5,2,4,1,2,5,6,4,2,3,2,5,2,6,1,6,6,1
"63579",2,4,5,5,4,6,6,5,1,3,2,1,2,6,5,4,3,2,2,2,6,1,5,5,5
"63580",1,4,4,5,4,3,4,3,5,4,1,2,5,5,4,5,3,4,4,4,6,4,4,4,5
"63581",2,5,5,4,4,5,5,5,1,3,1,2,5,6,5,2,4,2,2,2,6,1,6,6,1
"63582",1,4,4,5,3,2,5,5,2,6,2,2,1,2,5,5,5,5,5,1,2,2,5,5,2
"63583",2,4,6,6,6,6,6,3,1,1,5,4,3,5,4,2,2,4,5,2,6,2,5,6,1
"63584",3,4,5,4,4,NA,4,4,3,5,2,4,4,5,4,3,3,3,2,3,4,5,3,4,4
"63586",2,5,5,5,4,5,5,5,2,4,2,4,4,4,5,2,2,2,1,3,6,1,5,6,1
"63587",2,5,6,6,6,5,5,4,4,2,2,2,6,5,5,6,6,6,4,2,5,2,4,6,3
"63588",1,6,6,6,5,5,4,5,2,2,2,2,4,3,6,2,4,5,5,4,5,2,4,5,2
"63589",2,3,4,4,4,3,3,4,6,4,2,2,5,6,4,5,3,2,2,2,5,3,3,5,3
"63590",1,5,1,2,5,5,5,5,2,2,1,1,6,6,5,1,1,3,4,1,6,2,4,3,1
"63591",2,5,5,6,4,2,2,2,2,6,2,5,2,5,1,4,5,5,5,5,2,4,2,2,3
"63595",4,4,1,1,1,5,5,6,2,2,3,6,5,1,2,1,2,2,6,2,6,1,5,6,1
"63596",2,5,4,5,2,6,5,5,2,2,5,5,3,4,3,6,6,6,6,5,3,5,3,5,3
"63597",2,4,5,3,5,4,4,4,4,4,4,4,4,4,3,2,4,5,6,3,3,4,4,5,2
"63602",1,4,4,6,6,6,6,6,1,1,1,4,5,6,6,3,3,1,2,6,6,6,5,6,4
"63608",1,6,6,6,6,1,5,5,1,2,2,2,5,5,2,4,4,5,5,5,2,6,2,4,5
"63609",2,2,4,1,4,3,2,1,5,6,2,4,4,3,2,3,4,5,4,2,3,1,2,4,2
"63613",1,5,5,6,6,5,6,5,1,1,2,1,6,6,6,1,1,1,1,1,6,1,6,2,1
"63616",2,5,5,4,5,4,3,3,3,2,2,NA,3,3,4,2,2,1,1,2,NA,3,5,5,2
"63617",2,5,6,6,6,5,5,4,1,4,4,1,4,6,6,5,5,4,4,1,4,5,2,5,6
"63618",2,5,6,6,5,6,5,6,2,2,1,4,6,6,5,4,4,3,6,4,6,2,5,6,4
"63619",2,2,4,4,5,5,3,2,6,6,6,6,1,2,1,4,4,4,3,4,2,5,2,6,4
"63621",4,4,4,4,4,4,5,5,4,5,6,6,3,2,3,4,5,2,4,3,5,2,2,5,5
"63623",1,5,5,6,5,4,5,6,1,1,4,4,4,4,4,1,3,3,1,2,3,1,5,5,3
"63625",2,6,4,1,4,6,4,5,1,1,3,3,6,5,3,2,2,5,6,1,6,6,6,6,1
"63631",3,4,4,2,5,5,5,4,3,4,3,2,5,5,5,3,3,2,3,1,6,1,6,6,2
"63636",1,6,6,4,6,6,5,6,3,6,3,1,5,6,5,2,4,4,4,3,5,6,4,6,4
"63637",5,5,5,6,4,5,5,5,2,5,5,5,4,5,5,2,4,4,2,2,5,5,5,4,4
"63638",2,5,4,4,4,4,4,3,4,6,4,3,2,4,4,2,4,3,2,2,4,4,4,6,4
"63642",3,4,6,1,4,5,5,4,3,5,1,1,5,6,5,4,6,2,4,1,6,4,4,5,2
"63644",1,5,6,4,6,3,5,5,5,5,2,4,3,5,4,6,6,5,6,6,3,5,5,6,3
"63648",1,4,6,5,6,5,4,4,3,1,5,6,5,4,3,1,1,2,2,1,5,1,5,6,2
"63649",1,5,5,3,5,4,5,4,4,3,1,2,4,5,3,2,4,2,4,NA,5,4,3,5,3
"63655",2,6,5,6,2,5,5,5,2,1,4,1,3,5,5,3,5,3,4,5,3,5,3,4,5
"63657",2,4,4,4,6,6,5,5,5,6,1,5,5,4,4,1,1,3,4,4,3,1,4,6,3
"63658",2,6,5,3,4,3,4,2,2,2,2,5,1,6,2,3,3,3,2,1,6,6,4,6,2
"63659",4,4,4,2,5,4,3,4,3,4,2,2,4,5,6,4,4,4,3,2,6,2,5,3,2
"63661",2,5,4,5,5,4,4,4,4,4,2,3,4,5,2,5,5,5,4,3,4,4,4,4,3
"63668",4,5,4,4,5,6,6,5,1,1,1,3,1,2,4,3,4,4,5,4,5,1,5,4,1
"63669",1,5,6,4,5,4,3,5,5,4,6,4,5,4,3,3,2,2,1,4,4,5,3,5,5
"63670",4,4,4,6,3,5,5,3,3,4,5,5,3,3,4,4,5,3,4,2,5,2,4,5,2
"63672",3,5,5,6,5,5,4,4,2,2,1,2,2,5,5,2,2,2,2,2,4,3,4,5,2
"63675",3,4,6,6,NA,5,4,5,2,4,1,4,5,4,4,1,1,1,2,3,6,1,6,6,3
"63676",2,5,6,5,5,4,5,3,2,6,3,4,5,5,4,3,5,4,4,3,5,4,5,5,2
"63677",1,6,6,5,6,6,4,2,1,6,6,6,2,4,5,1,6,1,6,1,6,1,6,6,1
"63681",2,5,4,2,4,5,5,5,1,5,2,2,2,4,5,5,4,2,5,1,2,2,5,4,2
"63682",2,6,3,4,5,3,2,3,2,4,2,3,3,6,5,4,2,1,2,1,5,1,6,5,2
"63683",2,6,5,5,5,5,3,4,2,5,2,2,1,4,6,2,5,5,4,1,5,5,6,6,1
"63687",2,6,4,5,4,3,4,3,5,6,2,6,3,4,3,6,6,5,5,5,5,1,5,6,3
"63690",5,5,2,3,3,4,3,4,3,5,4,1,5,4,5,6,6,6,4,3,5,1,6,2,3
"63692",1,6,6,6,6,5,2,4,2,3,2,2,5,6,4,3,2,1,1,2,5,2,5,5,3
"63693",1,6,6,5,4,4,4,4,5,5,2,4,4,4,4,4,5,4,4,4,5,3,6,5,4
"63696",2,5,5,5,3,3,2,2,4,4,2,4,4,5,5,2,2,2,4,3,5,2,4,5,3
"63697",1,5,6,6,5,6,6,4,1,1,4,2,5,5,6,4,5,4,4,3,6,4,5,4,6
"63699",5,5,5,6,2,5,4,3,3,1,1,2,5,5,4,5,4,5,2,4,6,5,5,5,1
"63700",1,5,4,6,3,5,5,5,2,4,3,4,2,4,4,2,2,2,1,2,4,4,4,2,4
"63701",6,6,6,6,6,6,6,6,1,3,5,2,5,5,6,6,6,6,3,1,2,4,5,6,2
"63704",1,6,6,6,5,5,NA,5,1,2,2,2,4,6,5,2,2,2,1,2,NA,3,5,5,2
"63705",2,4,4,1,2,6,6,6,1,4,6,6,1,1,4,6,6,6,6,6,3,5,1,6,5
"63706",1,5,6,6,5,5,4,4,NA,1,4,4,5,3,4,4,4,5,1,1,6,1,5,6,2
"63707",1,5,6,5,4,3,4,2,3,4,5,5,4,2,3,1,2,2,5,3,5,2,4,5,2
"63709",2,5,5,5,5,4,4,4,3,4,2,2,4,5,5,2,3,3,3,2,4,4,4,3,3
"63711",2,5,6,6,5,5,3,2,4,4,1,2,4,5,2,5,5,3,3,2,3,2,5,6,3
"63712",1,5,6,6,6,6,6,5,2,4,1,3,6,5,6,4,4,4,3,6,6,1,6,6,1
"63713",3,5,5,4,6,6,6,5,1,1,5,4,6,4,6,4,4,4,4,2,6,1,6,2,1
"63721",4,6,6,6,6,6,6,6,4,1,5,5,5,5,5,4,4,2,4,4,5,4,4,6,4
"63723",1,6,6,6,6,2,5,5,1,2,1,1,5,6,5,2,3,1,1,2,5,4,6,4,1
"63724",1,5,5,6,5,2,3,4,4,5,3,4,3,3,4,3,3,2,4,4,3,4,4,6,4
"63726",2,3,5,6,5,5,5,5,2,5,5,2,4,3,2,2,1,4,1,1,4,1,6,2,2
"63727",4,4,3,5,5,6,5,6,1,2,3,2,2,5,5,3,3,4,2,2,4,3,3,6,4
"63728",3,6,6,6,5,3,2,5,4,4,1,3,5,5,6,5,6,6,3,2,6,1,5,5,3
"63729",3,5,6,4,5,4,3,4,2,4,2,2,5,4,6,4,5,5,2,2,4,1,5,6,3
"63732",1,4,4,4,4,2,3,4,2,2,5,4,4,4,3,2,2,3,5,2,5,3,3,5,2
"63734",4,2,2,1,5,3,4,2,4,4,5,4,3,4,1,1,3,1,3,1,5,2,5,5,1
"63735",1,6,6,4,5,5,2,4,2,3,2,3,5,5,5,1,1,1,1,1,5,2,6,6,2
"63738",4,6,5,6,4,5,5,5,4,4,1,3,4,5,6,4,5,5,4,4,5,4,5,5,3
"63739",3,5,5,4,5,6,6,6,1,NA,2,4,6,5,6,5,2,2,1,1,5,1,6,1,1
"63742",2,4,4,6,6,6,6,1,1,6,1,6,6,5,6,6,6,6,6,2,6,1,6,6,3
"63743",2,5,4,5,5,5,3,3,2,3,3,3,3,5,5,1,1,2,2,2,4,2,4,5,3
"63744",2,5,5,4,5,3,5,4,2,5,2,3,4,5,5,4,4,2,3,1,5,1,5,5,2
"63745",1,5,5,5,5,5,4,3,3,4,3,4,4,5,4,4,5,4,4,3,5,2,4,5,2
"63746",6,5,5,4,5,5,2,5,3,5,5,5,4,2,6,6,6,6,6,2,5,3,4,6,1
"63748",2,4,5,1,4,3,1,5,1,4,5,4,1,NA,3,2,6,6,5,6,3,4,1,4,3
"63750",4,4,4,3,3,6,4,4,2,4,4,4,3,2,4,3,5,5,4,4,4,2,4,5,3
"63752",1,6,5,5,5,6,5,5,1,5,4,4,5,5,4,1,4,4,4,2,6,4,3,5,5
"63760",2,4,6,6,5,4,3,3,2,3,5,3,3,4,4,4,4,4,3,2,3,4,3,3,4
"63761",2,5,5,4,4,2,2,2,4,5,4,4,4,5,5,1,2,2,5,4,6,5,5,6,1
"63762",1,6,6,1,6,1,1,1,6,6,1,6,6,1,4,6,6,2,6,6,6,1,6,3,1
"63763",1,6,6,4,1,1,6,5,4,2,6,1,3,5,1,5,5,5,6,4,6,1,6,6,6
"63766",3,5,6,6,5,5,4,5,1,1,1,1,3,6,4,1,1,1,1,2,5,1,4,4,2
"63767",1,6,6,6,6,6,6,6,1,1,4,1,6,6,6,1,1,1,1,1,6,1,6,1,1
"63768",2,5,5,4,5,5,4,5,2,3,5,2,4,5,6,4,2,4,3,2,4,2,4,4,4
"63770",3,6,6,6,5,5,5,3,2,4,1,2,5,5,5,4,4,4,3,2,4,2,5,6,1
"63773",2,6,5,6,6,6,6,5,1,4,4,2,5,5,6,4,NA,1,1,NA,6,4,5,5,1
"63775",1,5,3,4,5,5,4,4,1,2,5,4,2,5,2,1,2,2,1,2,6,1,6,5,2
"63776",1,NA,5,6,6,5,6,NA,2,6,1,1,4,6,4,3,5,3,NA,1,4,4,4,6,5
"63778",3,5,2,2,4,5,3,6,1,5,3,5,1,4,2,1,3,6,6,6,6,4,3,6,1
"63788",1,5,5,6,5,5,5,1,5,6,1,2,5,6,5,2,2,2,4,1,5,1,5,6,1
"63789",2,4,3,6,4,4,5,5,1,2,6,5,4,4,4,3,3,4,3,5,5,4,3,5,4
"63791",2,6,4,5,4,5,5,5,1,1,2,2,4,3,6,1,2,1,2,1,5,2,6,4,2
"63792",4,6,6,6,5,4,3,2,2,3,2,3,5,6,4,4,4,3,3,4,2,3,4,3,3
"63793",4,6,6,6,5,4,3,3,2,3,2,3,5,6,4,2,2,2,2,2,3,3,4,3,3
"63794",5,5,5,6,4,6,6,4,1,1,2,2,4,5,5,1,2,2,2,5,4,2,5,2,3
"63796",1,6,4,6,4,4,3,4,3,6,2,3,4,5,4,6,6,6,6,5,4,3,3,5,3
"63798",6,6,6,6,6,6,6,5,1,4,2,4,5,6,6,4,4,6,NA,6,5,3,6,6,1
"63799",1,5,6,6,4,4,5,5,1,1,6,4,4,5,4,1,3,4,2,4,4,4,3,4,3
"63801",1,5,6,5,5,5,5,4,2,3,1,2,4,5,4,3,4,2,3,5,6,2,4,6,5
